"","WINS","bt_H","bt_2B","bt_3B","bt_HR","bt_BB","bt_SO","br_SB","br_CS","ph_H","ph_HR","ph_BB","ph_SO","fd_E","fd_DP","bt_1B","BB"
"1596",66,1347,130,51,6,421,569,128,119,1593,7,498,673,361,96,1160,0.845381526104418
"1597",59,1540,223,74,14,406,410,144,125,1848,17,487,602,359,91,1229,0.833675564681725
"1598",75,1253,209,50,13,457,599,191,72,1327,14,484,702,287,88,981,0.944214876033058
"1599",91,1227,179,72,13,467,566,170,79,1352,14,515,729,282,115,963,0.906796116504854
"1600",87,1287,204,72,12,351,604,210,78,1354,13,369,716,250,79,999,0.951219512195122
"1601",78,1300,196,56,13,391,611,196,73,1376,14,414,872,255,103,1035,0.944444444444444
"1602",83,1397,236,75,23,536,592,211,117,1479,24,568,627,273,140,1063,0.943661971830986
"1603",84,1393,228,60,64,522,627,163,72,1485,68,556,668,246,120,1041,0.938848920863309
"1604",78,1443,260,72,46,495,655,169,134,1538,49,528,698,246,104,1065,0.9375
"1605",94,1537,276,84,78,411,620,167,95,1649,84,441,665,229,120,1099,0.931972789115646
"1606",78,1415,222,55,65,497,600,153,126,1489,68,523,631,341,85,1073,0.950286806883365
"1607",96,1296,215,42,62,490,639,129,120,1381,66,522,681,230,106,977,0.938697318007663
"1608",96,1317,236,56,44,422,605,158,71,1394,47,447,641,248,126,981,0.94407158836689
"1609",93,1345,240,64,41,464,568,116,87,1433,44,495,605,226,119,1000,0.937373737373737
"1610",72,1346,208,37,33,456,527,128,54,1773,43,601,694,278,120,1068,0.75873544093178
"1611",56,1408,246,59,50,382,555,135,67,1665,59,452,656,259,132,1053,0.845132743362832
"1612",54,1591,250,53,93,309,647,69,84,1674,98,325,681,309,134,1195,0.950769230769231
"1613",60,1627,284,58,123,476,647,51,64,1723,130,504,685,235,161,1162,0.944444444444444
"1614",53,1607,272,41,118,436,585,74,77,1690,124,459,615,224,181,1176,0.949891067538126
"1615",59,1565,275,60,101,410,485,61,72,1679,108,440,520,188,180,1129,0.931818181818182
"1616",72,1692,305,61,106,483,574,51,62,1792,112,511,608,223,156,1220,0.945205479452055
"1617",62,1587,262,54,80,453,514,50,35,1703,86,486,551,239,164,1191,0.932098765432099
"1618",54,1564,227,48,60,457,507,72,59,1645,63,481,533,177,160,1229,0.95010395010395
"1619",46,1488,274,50,91,536,544,56,45,1586,97,571,580,191,182,1073,0.938704028021016
"1620",75,1793,323,54,162,607,498,62,37,1898,172,643,527,200,162,1254,0.944012441679627
"1621",55,1876,363,46,133,473,483,36,38,1973,140,498,508,251,178,1334,0.949799196787149
"1622",69,1580,315,55,85,460,518,44,45,1662,89,484,545,215,157,1125,0.950413223140496
"1623",82,1692,347,70,128,469,575,75,49,1780,135,493,605,204,140,1147,0.95131845841785
"1624",68,1552,264,34,97,415,700,55,50,1643,103,439,741,241,154,1157,0.945330296127563
"1625",57,1618,263,48,108,474,616,53,73,1702,114,499,648,249,151,1199,0.949899799599198
"1626",65,1569,273,39,109,506,678,70,55,1661,115,536,718,195,166,1148,0.944029850746269
"1627",49,1423,252,31,43,457,548,41,50,1537,46,494,592,217,146,1097,0.925101214574899
"1628",48,1439,249,43,53,452,521,50,56,1544,57,485,559,183,143,1094,0.931958762886598
"1629",53,1297,191,37,79,461,558,26,45,1373,84,488,591,192,144,990,0.944672131147541
"1630",45,1343,198,40,67,474,627,68,55,1413,70,499,660,196,155,1038,0.949899799599198
"1631",45,1260,180,40,47,421,524,40,48,1352,50,452,562,207,158,993,0.93141592920354
"1632",67,1390,196,38,69,525,585,31,26,1462,73,552,615,197,150,1087,0.951086956521739
"1633",65,1409,211,44,58,498,529,34,35,1492,61,527,560,187,146,1096,0.944971537001898
"1634",73,1421,220,42,84,439,621,43,41,1495,88,462,653,155,151,1075,0.95021645021645
"1635",65,1424,221,55,63,488,625,63,39,1498,66,513,657,160,147,1085,0.951267056530214
"1636",85,1419,244,58,128,555,705,28,41,1493,135,584,742,166,148,989,0.950342465753425
"1637",96,1515,237,58,131,563,599,35,35,1594,138,592,630,159,163,1089,0.951013513513513
"1638",77,1456,209,49,114,531,552,66,29,1532,120,559,581,145,154,1084,0.949910554561717
"1639",92,1423,249,47,98,568,562,63,43,1497,103,598,591,158,153,1029,0.949832775919732
"1640",87,1473,240,65,121,558,628,44,22,1550,127,587,661,155,169,1047,0.950596252129472
"1641",79,1456,256,61,107,635,652,32,28,1532,113,668,686,153,140,1032,0.95059880239521
"1642",81,1379,224,46,123,562,797,60,27,1451,129,591,838,143,123,986,0.95093062605753
"1643",67,1301,206,40,119,524,903,41,48,1369,125,551,950,162,139,936,0.950998185117967
"1644",62,1299,206,46,104,471,1109,47,50,1366,109,495,1167,163,136,943,0.951515151515152
"1645",49,1331,195,53,108,500,976,59,32,1400,114,526,1027,151,188,975,0.950570342205323
"1646",82,1419,200,39,143,534,929,79,42,1428,144,537,935,139,168,1037,0.994413407821229
"1647",87,1390,228,54,126,403,955,56,39,1390,126,403,955,142,147,982,1
"1648",92,1415,241,51,130,440,924,30,35,1415,130,440,924,156,150,993,1
"1649",82,1306,221,47,103,545,1033,79,62,1306,103,545,1033,137,174,935,1
"1650",76,1253,178,30,100,462,1003,58,51,1253,100,462,1003,127,163,945,1
"1651",63,1304,227,35,137,549,1130,73,49,1304,137,549,1130,136,157,905,1
"1652",67,1289,209,35,123,499,1031,63,39,1289,123,499,1031,121,158,922,1
"1653",61,1288,208,37,102,506,966,44,52,1338,106,525,1003,120,147,941,0.963809523809524
"1654",71,1381,218,29,134,476,979,51,47,1381,134,476,979,134,179,1000,1
"1655",80,1434,233,50,95,469,822,115,58,1434,95,469,822,148,168,1056,1
"1656",86,1506,283,42,125,610,960,126,57,1506,125,610,960,152,156,1056,1
"1657",101,1505,259,45,110,542,793,127,70,1505,110,542,793,115,148,1091,1
"1658",101,1548,266,56,186,573,806,135,68,1548,186,573,806,120,168,1040,1
"1659",90,1404,248,32,133,552,866,152,58,1404,133,552,866,104,156,991,1
"1660",84,1453,250,53,119,602,764,128,76,1453,119,602,764,106,148,1031,1
"1661",91,1517,272,54,117,472,708,140,62,1517,117,472,708,136,136,1074,1
"1662",81,1494,248,51,147,555,1084,186,60,1494,147,555,1084,161,112,1048,1
"1663",75,1343,238,47,141,527,1095,122,51,1343,141,527,1095,139,142,917,1
"1664",87,1395,268,39,155,593,1161,154,59,1404,156,597,1168,138,158,933,0.993299832495812
"1665",80,1390,248,51,169,587,1109,111,49,1390,169,587,1109,121,137,922,1
"1666",65,1302,248,31,107,492,987,113,49,1310,108,495,993,146,140,916,0.993939393939394
"1667",67,1324,215,36,123,558,926,106,50,1324,123,558,926,133,136,950,1
"1668",77,1410,237,27,103,582,915,108,35,1410,103,582,915,117,150,1043,1
"1669",78,1332,248,33,111,490,1026,92,30,1332,111,490,1026,116,111,940,1
"1670",70,1392,255,36,118,509,1059,127,31,1392,118,509,1059,131,128,983,1
"1671",97,1555,297,51,156,665,1049,91,32,1555,156,665,1049,141,123,1051,1
"1672",76,1448,293,39,113,558,1002,94,34,2040,159,786,1412,132,135,1003,0.709923664122137
"1673",67,1405,249,39,132,536,1092,117,41,1405,132,536,1092,115,145,985,1
"1674",75,1482,286,36,126,508,1080,97,45,1482,126,508,1080,110,131,1034,1
"1675",77,1539,302,44,161,631,1081,125,35,1539,161,631,1081,100,143,1032,1
"1676",65,1386,304,40,144,611,1117,102,30,1386,144,611,1117,100,136,898,1
"1677",86,1431,295,29,164,551,1125,153,47,1431,164,551,1125,91,145,943,1
"1678",80,1437,327,41,166,644,1102,105,43,1446,167,648,1109,89,157,903,0.993827160493827
"1679",86,1448,325,27,166,651,1155,72,29,1448,166,651,1155,97,146,930,1
"1680",86,1505,303,23,215,645,1133,100,27,1505,215,645,1133,81,142,964,1
"1681",88,1494,282,35,167,639,1083,116,27,1494,167,639,1083,90,132,1010,1
"1682",85,1518,294,41,216,626,1203,92,25,1518,216,626,1203,104,153,967,1
"1684",84,1667,231,140,61,533,397,251,201,2061,75,659,491,631,71,1235,0.808801213960546
"1685",85,1516,212,143,64,521,639,174,97,1767,75,607,745,453,91,1097,0.85831960461285
"1686",81,1516,228,123,37,187,380,274,193,3149,77,388,789,825,83,1128,0.481958762886598
"1687",51,1475,198,96,21,268,570,499,193,2438,35,443,942,836,83,1160,0.604966139954853
"1688",45,1166,158,75,3,215,617,555,171,1749,5,323,926,785,91,930,0.665634674922601
"1689",82,1394,180,115,7,276,784,567,193,2034,10,403,1144,616,91,1092,0.684863523573201
"1690",95,1385,220,114,19,565,843,307,193,1638,22,668,997,576,107,1032,0.845808383233533
"1691",72,1491,239,102,26,417,498,289,201,1948,34,545,651,555,102,1124,0.765137614678899
"1692",80,1294,181,59,17,235,705,347,201,1564,21,284,852,503,127,1037,0.827464788732394
"1694",85,1364,151,114,40,461,480,235,193,1444,42,488,508,508,79,1059,0.944672131147541
"1695",102,1817,221,159,46,674,343,264,193,2282,58,846,431,435,96,1391,0.796690307328605
"1696",87,1656,233,109,32,461,367,315,200,2032,39,566,450,481,129,1282,0.814487632508834
"1697",83,1722,212,118,34,486,359,273,96,2163,43,610,451,398,109,1358,0.79672131147541
"1698",74,1566,173,134,31,444,413,210,201,1937,38,549,511,428,89,1228,0.808743169398907
"1699",79,1437,153,96,15,368,375,117,134,1573,16,403,410,372,105,1173,0.913151364764268
"1700",92,1529,216,117,30,381,374,203,200,1782,35,444,436,375,124,1166,0.858108108108108
"1701",105,1640,212,107,34,450,575,237,200,1911,40,524,670,332,113,1287,0.858778625954199
"1702",120,1643,220,111,21,434,520,259,201,1915,24,506,606,288,101,1291,0.857707509881423
"1703",105,1654,241,127,39,421,0,199,171,1914,45,487,0,334,116,1247,0.864476386036961
"1704",92,1411,174,108,16,414,455,188,171,1494,17,438,517,308,98,1113,0.945205479452055
"1705",102,1466,201,96,23,404,643,214,163,1552,24,428,716,270,119,1146,0.94392523364486
"1706",98,1390,174,71,13,449,454,172,125,1472,14,475,504,233,115,1132,0.945263157894737
"1707",96,1327,140,82,20,493,438,278,171,1396,21,519,531,266,79,1085,0.94990366088632
"1708",103,1329,170,103,26,442,505,196,163,1398,27,465,625,237,78,1030,0.950537634408602
"1709",117,1420,232,98,27,511,679,197,73,1513,29,545,806,237,107,1063,0.937614678899083
"1710",91,1444,227,88,35,463,555,157,76,1529,37,490,588,259,108,1094,0.944897959183673
"1711",100,1602,238,138,42,451,551,190,78,1719,45,484,591,181,134,1184,0.931818181818182
"1712",85,1504,228,94,38,425,593,197,112,1635,41,462,645,246,102,1144,0.91991341991342
"1713",73,1259,156,83,19,438,640,155,166,1324,20,461,673,235,101,1001,0.950108459869848
"1714",77,1324,207,96,25,441,690,191,117,1393,26,464,726,225,105,996,0.950431034482759
"1715",68,1311,155,96,21,391,650,182,112,1379,22,411,684,274,102,1039,0.951338199513382
"1716",54,1294,168,64,9,420,610,158,71,1361,9,442,642,264,125,1053,0.950226244343891
"1717",84,1317,139,93,19,481,369,259,96,1707,25,623,478,232,140,1066,0.77207062600321
"1718",83,1319,152,96,20,401,444,228,201,1537,23,467,517,186,104,1051,0.858672376873662
"1719",83,1412,170,95,17,393,426,190,123,1485,18,413,448,196,125,1130,0.951573849878935
"1720",95,1623,245,110,39,361,393,142,98,1718,41,382,416,181,137,1229,0.945026178010471
"1721",89,1786,251,116,55,445,343,153,62,1879,58,468,361,197,133,1364,0.950854700854701
"1722",92,1675,236,117,52,428,381,162,79,1762,55,450,401,188,165,1270,0.951111111111111
"1723",95,1606,235,129,47,388,419,192,97,1700,50,411,444,194,170,1195,0.944038929440389
"1724",101,1748,335,111,83,528,384,168,67,1851,88,559,407,237,181,1219,0.944543828264758
"1725",89,1603,257,112,47,460,371,96,62,1697,50,487,393,233,170,1187,0.944558521560575
"1726",99,1734,271,82,57,460,373,68,70,1824,60,484,392,197,137,1324,0.950413223140496
"1727",91,1768,262,107,55,464,375,68,55,1884,59,495,400,214,131,1344,0.937373737373737
"1728",93,1761,302,123,64,533,355,100,62,1865,68,564,376,192,144,1272,0.945035460992908
"1729",84,1706,300,125,90,520,472,80,76,1795,95,547,497,227,173,1191,0.950639853747715
"1730",79,1499,256,74,43,519,478,62,63,1577,45,546,503,203,176,1126,0.950549450549451
"1731",90,1623,288,95,50,377,405,75,80,1707,53,397,426,195,130,1190,0.949622166246851
"1732",92,1628,262,88,41,385,351,36,52,1713,43,405,369,175,140,1237,0.950617283950617
"1733",80,1664,303,83,56,475,430,48,45,1797,60,513,464,157,127,1222,0.925925925925926
"1734",91,1634,270,95,70,484,463,32,40,1730,74,512,490,201,100,1199,0.9453125
"1735",88,1679,298,84,63,544,528,39,42,1766,66,572,555,209,119,1234,0.951048951048951
"1736",90,1631,235,90,49,487,505,34,51,1716,52,512,531,190,142,1257,0.951171875
"1737",93,1632,286,71,70,524,442,51,50,1763,76,566,477,176,181,1205,0.925795053003534
"1738",72,1538,276,64,67,505,445,47,48,1628,71,535,471,178,162,1131,0.94392523364486
"1739",82,1589,290,72,80,582,520,73,66,1672,84,612,547,228,168,1147,0.950980392156863
"1740",85,1491,245,68,59,575,543,62,50,1568,62,605,571,204,137,1119,0.950413223140496
"1741",73,1378,191,54,60,592,591,45,42,1519,66,652,651,201,142,1073,0.907975460122699
"1742",84,1474,252,77,44,603,595,67,78,1551,46,634,626,179,167,1101,0.951104100946372
"1743",95,1526,263,85,74,607,652,92,52,1616,78,643,690,202,129,1104,0.944012441679627
"1744",86,1499,272,59,76,621,505,85,75,1577,80,653,531,187,148,1092,0.950995405819296
"1745",66,1368,212,55,63,623,584,50,64,1439,66,655,614,194,134,1038,0.951145038167939
"1746",65,1457,227,46,164,639,723,32,48,1533,173,672,761,157,138,1020,0.950892857142857
"1747",87,1460,201,57,114,610,608,72,47,1536,120,642,640,142,158,1088,0.950155763239875
"1748",75,1420,201,43,133,576,583,50,38,1494,140,606,613,139,182,1043,0.95049504950495
"1749",60,1487,240,62,146,597,734,46,50,1574,155,632,777,144,175,1039,0.944620253164557
"1750",67,1443,229,59,144,586,647,31,28,1518,151,616,681,179,187,1011,0.951298701298701
"1751",53,1364,187,52,104,551,752,43,41,1435,109,580,791,171,146,1021,0.95
"1752",56,1325,190,60,80,595,775,22,14,1394,84,626,815,182,143,995,0.950479233226837
"1753",69,1410,209,60,116,403,791,25,35,1483,122,424,832,170,147,1025,0.950471698113208
"1754",65,1522,243,63,97,393,771,48,37,1601,102,413,811,179,150,1119,0.951573849878935
"1755",88,1458,241,72,141,417,792,32,16,1534,148,439,833,140,182,1004,0.949886104783599
"1756",82,1487,242,44,118,465,752,34,27,1564,124,489,791,162,174,1083,0.950920245398773
"1757",79,1523,244,60,135,450,758,27,32,1602,142,473,797,158,199,1084,0.951374207188161
"1758",94,1477,241,65,109,435,841,50,39,1486,110,438,846,153,178,1062,0.993150684931507
"1759",74,1385,181,49,108,454,940,57,41,1385,108,454,940,182,195,1047,1
"1760",80,1469,225,54,121,408,970,39,33,1469,121,408,970,177,179,1069,1
"1761",90,1506,217,57,111,419,1008,51,38,1506,111,419,1008,152,189,1121,1
"1762",92,1586,238,66,158,405,1011,64,60,1586,158,405,1011,141,215,1124,1
"1763",81,1585,193,62,91,387,914,79,37,1585,91,387,914,141,186,1239,1
"1764",80,1404,180,44,80,422,953,130,59,1404,80,422,953,139,162,1100,1
"1765",88,1557,220,52,119,454,944,74,34,1557,119,454,944,155,169,1166,1
"1766",97,1555,223,61,154,469,919,65,31,1555,154,469,919,133,164,1117,1
"1767",100,1573,262,49,115,422,910,51,31,1644,120,441,951,142,179,1147,0.956916099773243
"1768",80,1465,257,44,154,432,842,23,30,1465,154,432,842,151,156,1010,1
"1769",88,1560,238,46,114,514,828,55,31,1560,114,514,828,162,154,1162,1
"1770",93,1453,257,47,139,471,837,49,28,1462,140,474,842,152,148,1010,0.993670886075949
"1771",92,1499,249,56,110,433,807,130,45,1499,110,433,807,163,142,1084,1
"1772",89,1399,240,54,116,483,879,214,91,1408,117,486,884,167,134,989,0.993827160493827
"1773",98,1541,264,52,148,483,855,180,66,1541,148,483,855,134,163,1077,1
"1774",83,1469,249,38,116,452,760,209,102,1469,116,452,760,137,154,1066,1
"1775",73,1461,280,48,87,442,785,194,83,2320,138,702,1247,137,168,1046,0.62962962962963
"1776",84,1535,272,40,134,447,862,161,75,1535,134,447,862,145,133,1089,1
"1777",84,1460,238,29,121,497,873,124,77,1460,121,497,873,115,165,1072,1
"1778",57,1348,253,28,80,517,847,111,60,1356,80,520,852,134,128,987,0.994230769230769
"1779",64,1366,273,33,111,569,929,152,84,1366,111,569,929,142,134,949,1
"1780",80,1464,282,45,131,535,914,140,58,1464,131,535,914,123,147,1006,1
"1781",74,1334,263,53,95,563,914,155,69,1334,95,563,914,160,130,923,1
"1782",95,1395,288,42,138,582,914,137,52,1395,138,582,914,134,125,927,1
"1783",98,1433,259,50,126,620,901,124,46,1433,126,620,901,120,134,998,1
"1784",96,1409,272,54,106,569,872,110,53,1409,106,569,872,101,144,977,1
"1785",75,1482,267,50,110,536,972,92,55,1482,110,536,972,105,161,1055,1
"1786",75,1422,281,33,114,496,1030,75,36,2021,162,705,1464,126,186,994,0.70354609929078
"1787",73,1509,319,33,138,510,989,126,49,1509,138,510,989,128,144,1019,1
"1788",79,1440,291,52,129,481,1161,160,50,1440,129,481,1161,131,149,968,1
"1789",78,1426,284,40,172,577,1204,113,44,1435,173,581,1211,148,175,930,0.993115318416523
"1790",62,1333,256,25,161,467,1106,93,73,1333,161,467,1106,133,168,891,1
"1791",72,1308,265,20,143,540,1116,87,49,1316,144,543,1123,116,178,880,0.994475138121547
"1792",75,1492,275,45,163,529,1049,86,37,1492,163,529,1049,123,159,1009,1
"1793",67,1445,292,38,139,471,1092,73,30,1445,139,471,1092,117,193,976,1
"1794",67,1462,286,17,141,459,1200,68,23,1462,141,459,1200,104,168,1018,1
"1796",97,1903,256,50,18,71,0,301,193,5605,53,209,0,1166,92,1579,0.339712918660287
"1797",118,2086,280,135,22,89,0,433,201,4629,49,198,0,928,86,1649,0.44949494949495
"1798",89,1631,289,81,22,135,589,558,200,4404,59,365,1590,840,113,1239,0.36986301369863
"1799",114,1934,274,106,23,176,332,366,171,3730,44,339,640,737,79,1531,0.519174041297935
"1800",100,1529,220,66,15,172,359,181,152,2949,29,332,692,689,102,1228,0.518072289156627
"1801",91,1504,278,71,21,282,413,266,201,2901,41,544,797,750,127,1134,0.518382352941177
"1803",96,1655,312,98,35,246,511,215,163,2736,58,407,845,693,97,1210,0.604422604422604
"1805",78,1208,168,44,9,390,633,373,96,1779,13,574,932,676,78,987,0.679442508710801
"1807",81,1927,207,142,8,78,0,558,96,5382,22,218,0,1447,97,1570,0.357798165137615
"1809",81,1399,168,82,40,573,692,399,193,1799,51,737,890,535,137,1109,0.777476255088195
"1811",76,1434,138,97,3,154,397,286,200,3872,8,416,1072,759,78,1196,0.370192307692308
"1812",52,1203,180,42,99,423,1143,45,44,1203,99,423,1143,155,140,882,1
"1813",63,1353,208,36,172,500,1164,60,45,1353,172,500,1164,157,159,937,1
"1814",61,1258,185,31,97,441,972,70,45,1266,98,444,978,162,145,945,0.993243243243243
"1815",61,1250,178,40,108,431,1033,83,49,1324,114,456,1094,152,155,924,0.945175438596491
"1816",60,1330,198,26,112,401,966,88,36,1330,112,401,966,170,152,994,1
"1817",60,1239,196,27,99,564,900,85,45,1239,99,564,900,170,126,917,1
"1818",71,1324,215,22,78,506,754,85,50,1324,78,506,754,188,163,1009,1
"1819",73,1327,216,37,64,488,716,92,46,1327,64,488,716,141,148,1010,1
"1820",69,1397,245,49,120,602,1057,133,57,1397,120,602,1057,189,142,983,1
"1821",84,1349,208,42,75,536,848,152,70,1349,75,536,848,160,171,1024,1
"1822",73,1410,195,43,67,563,791,239,73,1410,67,563,791,131,157,1105,1
"1823",60,1418,250,52,47,458,773,122,91,2088,69,675,1138,150,172,1069,0.678518518518519
"1824",81,1435,217,52,81,429,877,165,77,1435,81,429,877,152,142,1085,1
"1825",81,1384,207,34,93,482,822,179,67,1384,93,482,822,129,135,1050,1
"1826",92,1425,207,42,109,472,810,152,68,1425,109,472,810,138,144,1067,1
"1827",83,1405,241,28,109,513,809,60,39,1405,109,513,809,124,158,1027,1
"1828",65,1419,209,48,113,577,992,198,91,1419,113,577,992,146,135,1049,1
"1829",84,1333,206,35,95,497,898,124,50,1341,96,500,904,117,148,997,0.994
"1830",89,1360,215,32,120,552,1013,136,67,1360,120,552,1013,152,147,993,1
"1831",75,1429,243,35,123,509,902,138,59,1429,123,509,902,141,141,1028,1
"1832",84,1321,204,36,121,501,1069,101,64,1321,121,501,1069,113,130,960,1
"1833",82,1396,255,30,135,453,864,69,52,1396,135,453,864,115,127,976,1
"1834",61,1386,239,28,153,443,1046,92,41,1386,153,443,1046,160,129,966,1
"1835",65,1547,277,26,127,442,1055,109,51,2142,176,612,1461,154,114,1117,0.722222222222222
"1836",79,1513,260,23,131,503,981,140,52,1702,147,566,1104,122,146,1099,0.8886925795053
"1837",91,1499,285,24,147,601,1014,109,55,1499,147,601,1014,118,136,1043,1
"1838",76,1519,275,16,152,604,1129,140,60,1519,152,604,1129,125,132,1076,1
"1839",98,1390,292,30,167,604,1072,79,37,1390,167,604,1072,104,155,901,1
"1840",74,1360,256,22,153,631,1169,174,67,1360,153,631,1169,129,151,929,1
"1841",79,1379,273,26,161,678,1273,129,44,1379,161,678,1273,145,127,919,1
"1842",66,1393,243,29,136,547,1062,71,44,1393,136,547,1062,128,162,985,1
"1843",64,1442,257,32,128,565,1073,76,39,1442,128,565,1073,102,141,1025,1
"1844",87,1521,304,32,139,566,910,52,25,1521,139,566,910,108,146,1046,1
"1845",88,1465,298,38,161,564,1104,123,31,1465,161,564,1104,92,138,968,1
"1846",64,1398,218,33,133,426,769,110,67,1398,133,426,769,147,162,1014,1
"1847",57,1344,232,37,98,529,711,125,48,1361,99,536,720,143,176,977,0.986940298507463
"1848",67,1490,250,52,132,515,725,126,52,1490,132,515,725,141,170,1056,1
"1849",59,1359,211,35,104,483,727,116,62,1359,104,483,727,149,189,1009,1
"1850",65,1412,220,19,132,489,822,149,74,2099,196,727,1222,135,181,1041,0.672627235213205
"1851",76,1431,259,33,130,456,806,131,82,1431,130,456,806,138,158,1009,1
"1852",60,1280,247,31,111,460,840,144,80,1280,111,460,840,134,159,891,1
"1853",74,1429,244,34,129,519,871,116,62,1429,129,519,871,126,143,1022,1
"1854",74,1410,277,38,171,564,942,94,35,1410,171,564,942,122,156,924,1
"1855",67,1392,243,41,158,572,1148,93,76,1392,158,572,1148,156,191,950,1
"1856",78,1499,282,48,161,500,863,174,73,1499,161,500,863,121,150,1008,1
"1857",68,1406,273,27,149,464,792,96,61,1415,150,467,797,124,169,957,0.993576017130621
"1858",73,1417,237,29,134,489,838,81,55,1417,134,489,838,143,168,1017,1
"1859",77,1419,251,26,107,596,749,105,51,1419,107,596,749,130,152,1035,1
"1860",83,1400,268,29,126,588,811,97,44,1400,126,588,811,110,187,977,1
"1861",64,1466,278,24,149,474,841,100,55,1466,149,474,841,112,170,1015,1
"1862",82,1429,272,24,161,624,901,91,68,1429,161,624,901,90,173,972,1
"1863",71,1512,305,26,221,538,943,69,30,2187,320,778,1364,137,148,960,0.691516709511568
"1864",88,1538,308,22,203,613,973,123,46,1718,227,685,1087,116,121,1005,0.894890510948905
"1865",86,1635,345,19,247,674,1059,91,39,1645,249,678,1066,111,156,1024,0.994100294985251
"1866",90,1574,312,21,264,626,1110,89,40,1574,264,626,1110,123,143,977,1
"1867",76,1563,323,28,235,561,1088,116,39,1573,236,564,1095,126,140,977,0.99468085106383
"1868",79,1499,263,21,244,610,1095,130,45,1499,244,610,1095,113,180,971,1
"1869",91,1481,300,26,198,775,1073,122,56,1481,198,775,1073,99,178,957,1
"1870",116,1637,310,38,169,614,989,174,42,1637,169,614,989,83,137,1120,1
"1871",93,1531,285,31,152,629,1003,137,58,1531,152,629,1003,88,134,1063,1
"1872",93,1509,290,33,139,586,989,108,37,1509,139,586,989,65,159,1047,1
"1873",63,1544,276,20,136,492,1058,110,42,1544,136,492,1058,103,140,1112,1
"1874",69,1408,289,34,130,466,986,102,47,1408,130,466,986,86,144,955,1
"1875",78,1540,266,42,172,404,974,106,37,1540,172,404,974,88,150,1060,1
"1876",78,1519,235,116,41,214,501,366,171,2563,69,361,845,790,86,1127,0.592797783933518
"1878",102,1574,238,93,29,323,558,211,163,2143,39,440,760,489,115,1214,0.734090909090909
"1879",90,1658,220,122,63,475,429,547,96,2184,83,626,565,566,104,1253,0.758785942492013
"1880",104,1421,161,94,68,334,564,388,201,1757,84,413,697,532,86,1098,0.808716707021792
"1881",107,1696,267,99,67,692,496,375,171,2181,86,890,638,561,115,1263,0.77752808988764
"1882",78,1546,257,110,31,433,592,357,96,1912,38,535,732,544,102,1148,0.809345794392523
"1883",87,1560,232,88,56,538,484,275,200,1915,69,660,594,471,101,1184,0.815151515151515
"1884",76,1423,186,91,42,547,503,323,200,1527,45,587,540,606,94,1104,0.931856899488927
"1885",83,1748,223,124,75,619,342,367,193,2145,92,760,420,530,87,1326,0.814473684210526
"1886",108,1775,242,118,53,584,266,392,171,2178,65,717,326,544,121,1362,0.814504881450488
"1887",82,1637,236,111,40,561,361,361,201,2024,49,694,446,542,92,1250,0.80835734870317
"1888",79,1710,197,108,49,543,335,339,171,2115,61,671,414,451,104,1356,0.809239940387481
"1889",103,1792,232,104,38,500,404,406,171,2216,47,618,500,491,135,1418,0.809061488673139
"1890",83,1536,205,93,37,462,402,231,96,1659,40,499,434,483,113,1201,0.925851703406814
"1891",65,1545,174,70,25,418,389,253,193,1669,27,451,420,468,113,1276,0.926829268292683
"1892",70,1546,208,72,27,433,403,277,201,1815,32,508,473,515,146,1239,0.852362204724409
"1893",61,1449,197,54,22,358,680,157,86,1713,26,423,804,406,96,1176,0.846335697399527
"1894",57,1296,175,41,10,300,631,223,97,1544,12,357,752,393,124,1070,0.840336134453782
"1895",98,1503,211,57,23,442,606,308,201,1752,27,515,779,334,101,1212,0.858252427184466
"1896",112,1426,214,69,33,460,401,300,193,1510,35,487,485,306,98,1110,0.944558521560575
"1897",111,1474,202,93,41,547,619,308,96,1561,43,579,739,268,98,1138,0.944732297063903
"1898",102,1297,173,56,16,600,633,307,201,1382,17,639,764,243,90,1052,0.938967136150235
"1899",103,1409,191,45,21,520,417,190,74,1482,22,547,477,261,83,1152,0.950639853747715
"1900",97,1405,183,72,28,561,471,248,201,1488,30,594,517,323,105,1122,0.944444444444444
"1901",96,1463,215,87,33,591,514,297,193,1539,35,622,541,297,123,1128,0.95016077170418
"1902",105,1481,238,109,43,561,536,367,96,1568,46,594,568,266,91,1091,0.944444444444444
"1903",111,1557,248,95,50,551,533,342,193,1670,54,591,572,300,132,1164,0.932318104906937
"1904",108,1521,241,76,32,473,534,315,96,1621,34,504,569,269,114,1172,0.938492063492063
"1905",88,1434,234,62,32,470,504,251,163,1508,34,494,530,266,125,1106,0.951417004048583
"1906",74,1398,208,72,26,336,583,165,146,1490,28,358,621,273,127,1092,0.93854748603352
"1907",92,1391,200,79,45,379,595,220,163,1483,48,404,634,231,115,1067,0.938118811881188
"1908",103,1431,179,75,41,392,561,170,76,1505,43,412,590,219,128,1136,0.951456310679612
"1909",93,1412,196,69,17,354,477,170,160,1845,22,462,623,199,102,1130,0.766233766233766
"1910",101,1451,236,74,46,380,471,182,72,1679,53,440,545,249,111,1095,0.863636363636364
"1911",90,1501,221,80,48,454,573,138,119,1579,50,478,603,220,144,1152,0.949790794979079
"1912",98,1747,266,95,84,471,443,122,87,1838,88,495,466,204,153,1302,0.951515151515152
"1913",101,1705,263,80,90,516,430,112,74,1805,95,546,455,186,149,1272,0.945054945054945
